rating,title,text,date
5,(No title),app💙,2026-05-27
5,(No title),very nice to grow stock market aps,2026-05-27
5,(No title),charges Reduce.,2026-05-27
5,(No title),super,2026-05-27
5,(No title),super,2026-05-27
5,(No title),good,2026-05-27
5,(No title),Good Quality,2026-05-27
5,(No title),fast and advance,2026-05-27
5,(No title),better,2026-05-27
1,(No title),wth is with this new update I'm unable to switch between indexs now,2026-05-27
5,(No title),Very good,2026-05-27
5,(No title),ok,2026-05-27
5,(No title),User friendly,2026-05-27
5,(No title),best choice,2026-05-27
5,(No title),ok,2026-05-27
4,(No title),need support resistance line,2026-05-27
5,(No title),mast groww,2026-05-27
1,(No title),bakwas,2026-05-27
5,(No title),bahut achcha hai,2026-05-27
5,(No title),very easy and eco friendly,2026-05-27
1,(No title),❤️‍🩹❤️‍🩹,2026-05-27
5,(No title),Good,2026-05-27
1,(No title),"after recent update, scalping mode in sensex gonnna disabled 🤡",2026-05-27
5,(No title),superb,2026-05-27
5,(No title),best user experience,2026-05-27
1,(No title),we are very bugs are face... please fix it,2026-05-27
5,(No title),good,2026-05-27
5,(No title),good,2026-05-27
5,(No title),👍,2026-05-27
5,(No title),simple and best,2026-05-27
5,(No title),very good,2026-05-27
1,(No title),nice 🙂,2026-05-27
5,(No title),good 👍,2026-05-27
4,(No title),good,2026-05-27
5,(No title),"I am using this app for almost last 4yrs, i have seen its development, its gradually, becoming more are more better day by day, easy to use, easy to Annalise. really great",2026-05-27
5,(No title),good,2026-05-27
5,(No title),"fully functional app, very informative and easy to use. no lag",2026-05-27
5,(No title),बहुत बढ़िया एप्स,2026-05-27
5,(No title),MARKETING KE LIYE BAHUT ACHHA APP HAI,2026-05-27
4,(No title),good,2026-05-27
4,(No title),ok,2026-05-27
5,(No title),very good,2026-05-27
5,(No title),great app inventors related,2026-05-27
5,(No title),gud,2026-05-27
5,(No title),nice,2026-05-27
5,(No title),Nice 👍 hai,2026-05-27
4,(No title),superb,2026-05-27
5,(No title),best,2026-05-27
5,(No title),nice app,2026-05-27
5,(No title),exilent,2026-05-26
5,(No title),nice,2026-05-26
1,(No title),Please add treasury bills as soon as possible Honestly i love this app,2026-05-26
5,(No title),better,2026-05-26
5,(No title),very good service . excellent work. 😀😀😀,2026-05-26
1,(No title),worst app they will literally charge so much of money so much of gambling,2026-05-26
5,(No title),its good,2026-05-26
5,(No title),good but jada propitable,2026-05-26
5,(No title),safe and fast,2026-05-26
5,(No title),good,2026-05-26
5,(No title),nice,2026-05-26
5,(No title),nice,2026-05-26
5,(No title),mast hai,2026-05-26
5,(No title),nice,2026-05-26
1,(No title),Worst app showing different prices for the same time in options.While compared with Angel one it is showing 70 rupees whereas at the same time groww is showing 55 rupees. Why this price difference due to this so many losing money.Also the order executions are not executed at same price. It is executing different price which you set the target.,2026-05-26
1,(No title),"Everything is in loss, one lakh in loss ,worst worst app ever worst experience",2026-05-26
5,(No title),great 👍,2026-05-26
5,(No title),very good,2026-05-26
5,(No title),ok,2026-05-26
5,(No title),good service groww,2026-05-26
5,(No title),super,2026-05-26
5,(No title),good,2026-05-26
5,(No title),Easy to Access,2026-05-26
5,(No title),very good,2026-05-26
5,(No title),Investing in direct funds is very easy.,2026-05-26
1,(No title),“Very disappointing experience with groww.in⁠�. Withdrawal status completed dikh raha hai but amount account me receive nahi hua. Customer support se timely help nahi mili. Agar issue jaldi solve nahi hua to complaint consumer forum tak le jaunga.”,2026-05-26
3,(No title),"Best ,easy,good for evry one,but too much charges (intraday). this is negative point . so I m going to uninstall this app now ,looking for another application.",2026-05-26
1,(No title),Holding stock view sort options should include profit and loss in terms of amount high to low. After selling a stock its order history is not available in the stock interface as available while holding the stock. Order history should be there after selling the stock. App not working getting hangged. Unable to see holding section,2026-05-26
5,(No title),good app,2026-05-26
5,(No title),I am really feel grateful with groww,2026-05-26
5,(No title),Excellent app with a very clean and user-friendly interface. Investing in stocks and mutual funds has never been this easy. Smooth transactions and great features. Highly recommended,2026-05-26
5,(No title),🙏,2026-05-26
4,(No title),"Biggest drawback is that I am unable to open multiple charts in mobile app. please fix it, overall GROW is a user friendly app.",2026-05-26
4,(No title),"After the recent update, indices on the 1st page don't show % increase or decrease. Again we have to tap the right corner globe logo to enter another page to see all the indices listwise. instead that page can separately be added after the stock page for better navigation.",2026-05-26
5,(No title),Super,2026-05-26
5,(No title),wow,2026-05-26
1,(No title),"I've been using Groww since July 2020 and appreciated its simplicity for trading. However, the charts have become painfully slow, lagging during volatile markets and making timely decisions impossible. Sahi's super lightning ⚡ speed charts are a game-changer by comparison—snappy and reliable. Time to switch platforms. Groww, please fix the charts!",2026-05-26
1,(No title),Maine ise use nahin kiya hai mujhe kuchh samajh nahin aata iske andar kaise kya karna hai,2026-05-26
5,(No title),Groww is really growing its relationship with its customers with trust. Thanks to the groww team for their support when needed.,2026-05-26
1,(No title),"Its service is very poor, I have been using it for the last 3 years but if a SIP gets started by mistake then they are saying that either I can stop it immediately or I can reduce the amount.",2026-05-26
5,(No title),very good,2026-05-26
5,(No title),Good Easy to understand,2026-05-26
5,(No title),now this app is very very expensive,2026-05-26
4,(No title),good,2026-05-26
5,(No title),Bast app,2026-05-26
5,(No title),Good interface,2026-05-26
5,(No title),target और लिमिट प्राइस क्यों नहीं आ रहा है,2026-05-26
5,(No title),Nice,2026-05-26
1,(No title),"to, the Developer, jo purana wala Revenue, Profit aur network wala chart tha please usi ko wapas lao bhai aap log ne jabse ipo laye ho tab se reload aur Errors aarahe hai please jaise pehle simple tha waise hai rehne do bhai complicated mat karo financial wala pehle wala hi feature rehne do i request to you",2026-05-26
4,(No title),Best,2026-05-26
3,(No title),good,2026-05-26
5,(No title),it good,2026-05-26
5,(No title),Very clean and user-friendly UI. Investing feels simple even for beginners.,2026-05-26
5,(No title),good,2026-05-26
1,(No title),good,2026-05-26
5,(No title),ok,2026-05-26
5,(No title),v.good,2026-05-26
5,(No title),v good,2026-05-26
1,(No title),this is app is not good kripya karke dusre account se Karen yah bekar Hai groww app yah bich bich mein hang karne lagta hai,2026-05-26
5,(No title),ok,2026-05-26
5,(No title),good app working smoothly,2026-05-26
1,(No title),when I lock my phone and unlock again app not working all thing freeze,2026-05-26
4,(No title),The transactions are somewhat jumbled when the positions are carried over night and sold the next day. Please look into this matter.,2026-05-26
1,(No title),"Very bad experience with this app without information the brokerage charges increased, the charges are very high rs 5 per trade , without information implemented and not clarify the doubt. If you call them not answering properly and creating confusion",2026-05-26
5,(No title),good,2026-05-26
5,(No title),Good,2026-05-26
5,(No title),good for beginners,2026-05-26
1,(No title),"scam , charges very high hidden charges",2026-05-26
4,(No title),too much brokerage,2026-05-26
1,(No title),good app but,2026-05-26
5,(No title),nice app,2026-05-26
1,(No title),"Charging too much, as compared to other apps.",2026-05-26
5,(No title),nice,2026-05-26
5,(No title),excellent platform.,2026-05-26
5,(No title),so veri good,2026-05-26
5,(No title),Very Nice,2026-05-26
5,(No title),Nice 💯,2026-05-26
5,(No title),very good app,2026-05-26
5,(No title),Good application it's a very helpful,2026-05-26
2,(No title),The new charges of Groww are really pathetic. Sply depository charges only for women rs.3.25/ So disappointing.,2026-05-26
5,(No title),"Hello Team, The old version of Financial Performance was good.",2026-05-26
5,(No title),amazing,2026-05-26
5,(No title),super trading app,2026-05-26
5,(No title),good platform 👍,2026-05-26
5,(No title),trusted,2026-05-26
5,(No title),"Please add real time total portfolio percentage of profit or loss for 24×7 like upstox, instead of sending portfolio alert day to day & there is bug in wishlist also i.e our portfolio stocks in wishlist show 0.00% change every time on interface while the reality after opening individual stock is different.",2026-05-26
5,(No title),good aap,2026-05-26
5,(No title),gud app,2026-05-26
5,(No title),very excellent,2026-05-26
1,(No title),worst app ever ....keeps crashing everytime and buy order don't excuse at the time and customer support is wrost .,2026-05-26
5,(No title),brilliant,2026-05-26
2,(No title),No option for choosing hsbc bank. Please enable it too,2026-05-26
5,(No title),ok,2026-05-26
5,(No title),Thank you.,2026-05-26
5,(No title),👍,2026-05-26
5,(No title),good,2026-05-26
5,(No title),very nice 👍,2026-05-26
5,(No title),so good 👍😊😊,2026-05-26
5,(No title),nice app to invest,2026-05-26
5,(No title),Great platform and quick execution of orders,2026-05-26
5,(No title),good,2026-05-26
5,(No title),very good,2026-05-26
5,(No title),easy to trade and search easily any stocks.,2026-05-26
5,(No title),good 👍,2026-05-26
5,(No title),excellent,2026-05-26
1,(No title),best for increase FPS in BGMI,2026-05-26
5,(No title),good,2026-05-26
1,(No title),total pre-plan app haa farzi app,2026-05-26
4,(No title),good,2026-05-26
5,(No title),Excellent,2026-05-26
5,(No title),good,2026-05-26
5,(No title),good👍👍,2026-05-26
5,(No title),Good,2026-05-26
5,(No title),good,2026-05-26
1,(No title),"while trading they show old data and the second we end the trade it shows double Or triple loss, , useless app for trading",2026-05-26
1,(No title),worst experience ever I don't recommend to anyone. isse achha zerodha,2026-05-26
5,(No title),nice app,2026-05-26
5,(No title),nice,2026-05-26
5,(No title),nice,2026-05-26
5,(No title),great 👍,2026-05-26
5,(No title),I must say it's a best plateform of smooth trading,2026-05-26
5,(No title),Good,2026-05-26
5,(No title),good,2026-05-26
5,(No title),good,2026-05-26
5,(No title),good app with all technical analysis of stock reviews.,2026-05-26
5,(No title),best app for investment,2026-05-26
5,(No title),good,2026-05-26
5,(No title),good,2026-05-26
1,(No title),very 😞😔 bad,2026-05-26
5,(No title),good 👍,2026-05-26
5,(No title),Best grow,2026-05-26
5,(No title),excellent information on wealth management,2026-05-26
2,(No title),this app I'm using,2026-05-26
5,(No title),nice plateform,2026-05-26
1,(No title),losses every time,2026-05-26
5,(No title),very good,2026-05-26
5,(No title),very nice aap,2026-05-26
5,(No title),good platform but withdrawal process make quick and prosperity.,2026-05-26
5,(No title),nice broker app,2026-05-26
5,(No title),good 👍,2026-05-26
5,(No title),easy and fast 👌🏻,2026-05-26
4,(No title),very good and very simple application..,2026-05-26
5,(No title),Best,2026-05-26
5,(No title),"ok good for investing in mutual fund direct and easy to operate the application, nice platform for investing the money 💰",2026-05-26
5,(No title),ok,2026-05-26
5,(No title),good,2026-05-25
5,(No title),number 1,2026-05-25
5,(No title),so cool nice,2026-05-25
5,(No title),Chart analysis in the Groww app used to be very good and convenient to use.,2026-05-25
5,(No title),best app,2026-05-25
5,(No title),pls increase the font size,2026-05-25
5,(No title),Best Place of share market.,2026-05-25
5,(No title),Very nice and easy to use the application.,2026-05-25
5,(No title),Actually this is a phenomenal App. Just like name Groww you can also grow by trading with this App. Good for beginners.,2026-05-25
5,(No title),after used 4 years give my review Excellent apps just say love it.. thanks groww such a beautiful design and easily operate..,2026-05-25
4,(No title),I personally like the helpline very much 🤝,2026-05-25
5,(No title),please add share holding pattern like screener. its very easy to use .,2026-05-25
5,(No title),goog experience,2026-05-25
5,(No title),Nice 🙂,2026-05-25
5,(No title),good,2026-05-25
5,(No title),good,2026-05-25
5,(No title),very Good,2026-05-25
5,(No title),सुपर,2026-05-25
4,(No title),nice app but the problem was u start getting calls from organizations promoting trading.,2026-05-25
5,(No title),superb,2026-05-25
5,(No title),very nice,2026-05-25
5,(No title),best,2026-05-25
5,(No title),very fantastic mind blowing,2026-05-25
4,(No title),great UI,2026-05-25
2,(No title),brokerage charges Adhikari hai,2026-05-25
5,(No title),good hhgghhh,2026-05-25
4,(No title),good,2026-05-25
5,(No title),Great app for investment in market.,2026-05-25
5,(No title),good,2026-05-25
5,(No title),best service,2026-05-25
1,(No title),why you are asking for fee to update my email address..stupid app,2026-05-25
5,(No title),very good,2026-05-25
5,(No title),Jordar App che. excellent,2026-05-25
5,(No title),nice app,2026-05-25
5,(No title),very good,2026-05-25
5,(No title),good,2026-05-25
3,(No title),"if possible,pls tie up with good bank and provide 3in1 Account.",2026-05-25
5,(No title),good,2026-05-25
4,(No title),thank,2026-05-25
5,(No title),nice,2026-05-25
5,(No title),too good,2026-05-25
5,(No title),share market is fraud nothing else,2026-05-25
5,(No title),provides a soft and smooth experience,2026-05-25
5,(No title),suppar,2026-05-25
5,(No title),👍👍👍,2026-05-25
5,(No title),👍,2026-05-25
4,(No title),i m happy,2026-05-25
5,(No title),best work,2026-05-25
5,(No title),nice and easy,2026-05-25
5,(No title),best,2026-05-25
5,(No title),good app,2026-05-25
5,(No title),good app,2026-05-25
4,(No title),Good 👍,2026-05-25
5,(No title),good,2026-05-25
5,(No title),ok,2026-05-25
5,(No title),best platform,2026-05-25
5,(No title),initially i thought that it would be difficult for me but grow has made it easy,2026-05-25
5,(No title),good,2026-05-25
5,(No title),good 😊 app,2026-05-25
5,(No title),good 👍,2026-05-25
5,(No title),👍,2026-05-25
1,(No title),all profits they take in charge then what is the meaning of doing trading,2026-05-25
5,(No title),👍,2026-05-25
5,(No title),good,2026-05-25
4,(No title),ok,2026-05-25
1,(No title),bahut ghatiya hai brockrage charge bahut leta hai pura fayda yahi le jata hai chhote traders mat install karna 5000 se kam wale ke liye nahi hai ye aap aur mujhe lagta hai price ye khud hi kam jyada karta hai,2026-05-25
5,(No title),good 💯,2026-05-25
5,(No title),super,2026-05-25
3,(No title),"वक,",2026-05-25
5,(No title),good,2026-05-25
5,(No title),nice app for groww,2026-05-25
5,(No title),app bahut badhiya hai,2026-05-25
5,(No title),very good 👌,2026-05-25
5,(No title),👍,2026-05-25
5,(No title),excellent,2026-05-25
5,(No title),excellent,2026-05-25
5,(No title),excellent,2026-05-25
5,(No title),good,2026-05-25
1,(No title),High brokerage & taxes charges,2026-05-25
5,(No title),good luck to you all,2026-05-25
5,(No title),wow,2026-05-25
5,(No title),nice app to use for investments,2026-05-25
5,(No title),excellent,2026-05-25
5,(No title),all ok,2026-05-25
5,(No title),good,2026-05-25
4,(No title),👍 nice,2026-05-25
5,(No title),smooth app experience,2026-05-25
4,(No title),good 👍🏻,2026-05-25
5,(No title),nice,2026-05-25
5,(No title),thank you,2026-05-25
1,(No title),"It has been almost 2 years, but the profit has not been as much as was shown/promised",2026-05-25
5,(No title),love you Groww,2026-05-25
5,(No title),good 😊,2026-05-25
5,(No title),good,2026-05-25
5,(No title),excellent experience,2026-05-25
5,(No title),good,2026-05-25
4,(No title),it's going good.,2026-05-25
5,(No title),good,2026-05-25
5,(No title),supab,2026-05-25
3,(No title),good,2026-05-25
5,(No title),Good,2026-05-25
5,(No title),very good,2026-05-25
5,(No title),good,2026-05-25
5,(No title),good,2026-05-25
5,(No title),good,2026-05-25
5,(No title),❤️❤️❤️,2026-05-25
4,(No title),super,2026-05-25
5,(No title),superb,2026-05-25
5,(No title),trust,2026-05-25
5,(No title),investment ke liye sahi platform,2026-05-25
4,(No title),💯👍,2026-05-25
5,(No title),"I like how easy it is to use this app, and the payment through UPI works perfectly every time.",2026-05-25
4,(No title),❤️,2026-05-25
5,(No title),best,2026-05-25
5,(No title),good experience,2026-05-25
5,(No title),best,2026-05-25
5,(No title),vary good,2026-05-25
5,(No title),👍,2026-05-25
5,(No title),very good,2026-05-24
5,(No title),good service,2026-05-24
5,(No title),good,2026-05-24
5,(No title),this is one of the best in over all india it's simple and easy feature bigner user .,2026-05-24
5,(No title),great,2026-05-24
5,(No title),good 👍👏,2026-05-24
5,(No title),good,2026-05-24
5,(No title),how i can rate the grow ? it is an impossible thing,2026-05-24
5,(No title),"Good for long term investment equity. Not good for trading and F&O, Bonds.",2026-05-24
5,(No title),best,2026-05-24
5,(No title),super,2026-05-24
1,(No title),3rd class service service service service service was not available,2026-05-24
5,(No title),best experience 💥🔥🚀,2026-05-24
1,(No title),mutual fund data not updated on apps please check....,2026-05-24
5,(No title),excellent app simple and easy interface,2026-05-24
5,(No title),nice app,2026-05-24
5,(No title),bery good platform for beginners and expert both. ❤️ lovely app,2026-05-24
5,(No title),👍,2026-05-24
4,(No title),উঃ 🤪।,2026-05-24
5,(No title),app is best for trading and investing...,2026-05-24
5,(No title),very good 👍,2026-05-24
2,(No title),don't have many options to invest and even grow doesn't support to invester.,2026-05-24
5,(No title),good 👍,2026-05-24
5,(No title),good,2026-05-24
4,(No title),this best but use it safely very risk,2026-05-24
5,(No title),nice,2026-05-24
5,(No title),excellent,2026-05-24
5,(No title),Best in Town app for trading,2026-05-24
1,(No title),just because of your ads,2026-05-24
5,(No title),this is best apps,2026-05-24
5,(No title),best app for all india,2026-05-24
5,(No title),Good,2026-05-24
3,(No title),why isn't there a sorting option in mutual fund watchlist???,2026-05-24
5,(No title),good,2026-05-24
5,(No title),nice,2026-05-24
1,(No title),"I’m disappointed with the Groww app and the support I received. Several times my orders were auto-executed or auto-cancelled without a clear reason, which caused confusion and potential financial loss. When I contacted customer service, the team was unable to resolve the issue and often used a rude, unhelpful tone. The inconsistent order behaviour combined with poor support makes the app unreliable for trading.",2026-05-24
5,(No title),super,2026-05-24
5,(No title),excellent,2026-05-24
5,(No title),good,2026-05-24
5,(No title),very Good,2026-05-24
5,(No title),good,2026-05-24
5,(No title),good,2026-05-24
5,(No title),very super,2026-05-24
5,(No title),very good,2026-05-24
4,(No title),good app,2026-05-24
5,(No title),good 👍 app,2026-05-24
4,(No title),ok,2026-05-24
5,(No title),very good,2026-05-24
5,(No title),good grow,2026-05-24
5,(No title),Great and very easy to use,2026-05-24
5,(No title),thank you,2026-05-24
3,(No title),good 👍,2026-05-24
5,(No title),good,2026-05-24
5,(No title),it's good,2026-05-24
5,(No title),it is really good experience 😄 very easy to use,2026-05-24
5,(No title),very good,2026-05-24
4,(No title),nice,2026-05-24
5,(No title),Grow together,2026-05-24
5,(No title),very nice aap,2026-05-24
4,(No title),good,2026-05-24
5,(No title),fantastic and safe app,2026-05-24
5,(No title),good app,2026-05-24
1,(No title),not successful money is loss 120000 is loss 😭😭😭🥹🥹🥹🥹🥹🥹,2026-05-23
5,(No title),नाइस,2026-05-23
5,(No title),it is good plateform for sip,2026-05-23
5,(No title),so butiful 🥰🥰,2026-05-23
4,(No title),it's owasm & esy I really appreciate,2026-05-23
5,(No title),nice experience p,2026-05-23
4,(No title),"very nice app for those looking for trading, investing in equity and MF.",2026-05-23
5,(No title),good,2026-05-23
5,(No title),very good,2026-05-23
5,(No title),Smooth Service,2026-05-23
5,(No title),ok,2026-05-23
2,(No title),Very easy to understand but no trailing SL for options trading yet as many brokers provided that update. little disappointed 😔,2026-05-23
1,(No title),lootera h groww,2026-05-23
5,(No title),super 😍😍,2026-05-23
5,(No title),very nice 👌 app,2026-05-23
4,(No title),good,2026-05-23
1,(No title),good,2026-05-23
5,(No title),excellent service nice app for beginers,2026-05-23
5,(No title),good,2026-05-23
5,(No title),easy to reinstall &easy to access .,2026-05-23
5,(No title),all in One Best,2026-05-23
5,(No title),🤜🤜,2026-05-23
5,(No title),super,2026-05-23
1,(No title),blocked money for the stocks sold on trading day.,2026-05-23
5,(No title),very good 👍,2026-05-23
5,(No title),fast and smooth experience please add Oi profile indicator,2026-05-23
4,(No title),very nice,2026-05-23
5,(No title),good,2026-05-23
5,(No title),nice app,2026-05-23
5,(No title),awesome,2026-05-23
3,(No title),"pls add indicator layout saving feature across the devices , indicator applied keep getting deleted",2026-05-23
5,(No title),very excellent 👍,2026-05-23
5,(No title),very nice,2026-05-23
5,(No title),good,2026-05-23
5,(No title),best app,2026-05-23
5,(No title),nice to see,2026-05-23
5,(No title),GOOD TRADING AAP,2026-05-23
4,(No title),I am giving you a 4star because you don't have Any us stock pls add as soon as possible,2026-05-23
5,(No title),Awesome 👍,2026-05-23
4,(No title),good,2026-05-23
5,(No title),"easy for understanding, and good for investment.",2026-05-23
5,(No title),nice,2026-05-23
5,(No title),super,2026-05-23
5,(No title),nice for growth income,2026-05-23
5,(No title),Fabulous and Awesome App 🙂 Keep it up,2026-05-23
5,(No title),best app,2026-05-23
5,(No title),good,2026-05-23
5,(No title),nice app. i like it.,2026-05-23
4,(No title),good 👍,2026-05-23
5,(No title),😊,2026-05-23
5,(No title),very nice app,2026-05-23
1,(No title),This app are very high levels brokege and withdrawal money problem any time,2026-05-23
5,(No title),good,2026-05-23
5,(No title),भाई इसमें लोग जितना कमाते नहीं उतना ब्रोकरेज चार्ज मै चला जाता है,2026-05-23
5,(No title),ଭାଇ ଯଦି ଲାଇଫ ରେ ବଢ଼ିବାର ଅଛି ତ groww କର,2026-05-23
5,(No title),good,2026-05-23
5,(No title),best app,2026-05-23
5,(No title),User friendly. Stock buying and selling process is also very easy.,2026-05-23
5,(No title),Very good,2026-05-23
4,(No title),thank you,2026-05-23
3,(No title),index (Nifty50) chart pr vwap nahi dikhat hai update kre..,2026-05-23
5,(No title),superb,2026-05-23
5,(No title),good la,2026-05-23
5,(No title),good,2026-05-23
1,(No title),UPI option now removed and only net banking is available now,2026-05-22
5,(No title),Very good you are simple growing trending app,2026-05-22
5,(No title),iam just beginner I have learn stocks in groww app nice experience,2026-05-22
1,(No title),"Pathetic app with totally useless customer service. They could not do the onboarding even after almost a week, always blaming the bank and everything but themselves. Imagine how bad they will be during actual use! Deleted data, closed account and uninstalled. Suggest you do the same.",2026-05-22
1,(No title),"F&O Activation taking many days in this app,,No solution even after complaint to groww team from one week.Lets see",2026-05-22
5,(No title),good,2026-05-22
1,(No title),its as logging probable I'm not able to logging in this app since 2 months,2026-05-22
5,(No title),good,2026-05-22
5,(No title),good,2026-05-22
5,(No title),excellent 👌👌,2026-05-22
5,(No title),👍,2026-05-22
5,(No title),good,2026-05-22
5,(No title),good 👍🏾,2026-05-22
5,(No title),good,2026-05-22
5,(No title),good,2026-05-22
5,(No title),best Apps,2026-05-22
3,(No title),good app for stocks and mutual funds. plz don't use it to buy Bonds. you dont get any service or reports to help track monthly payouts. you have to rely on your own bank statements and manual tracking and mailing. groww does not have any tracking report to help you. there are other apps with much better features and options for Bonds.,2026-05-22
1,(No title),Fire all staff,2026-05-22
5,(No title),Very Good And Still Need Improvement,2026-05-22
5,(No title),very good 👍,2026-05-22
5,(No title),good,2026-05-22
5,(No title),it's very helpful,2026-05-22
5,(No title),ok,2026-05-22
5,(No title),great,2026-05-22
1,(No title),not good for trader highest charge for trade and trading charges is immediately cut the trade balance.....and not add any trade profit to trade balance,2026-05-22
5,(No title),excellent,2026-05-22
1,(No title),"groww faltu brokrage plateform hai, lumpsum 13.5% charges hidden rahte hain jiska koi seedha jabab nahi, 1000 ki sell par 30.55 expenditure with Dp of 20(=16.5+3.5)",2026-05-22
5,(No title),very good groww app,2026-05-22
5,(No title),good 👍,2026-05-22
4,(No title),very good,2026-05-22
1,(No title),"Thief app worst app, always auto square off , when customer get more loss. they have setting from share market to make profit. I have always have bad experience they.thought the share closes at profit , they show loss.",2026-05-22
5,(No title),horizontal line gayab ho jata hai jiske karan bhut presani hoti hai,2026-05-22
2,(No title),"Holding Analysis doesn't have option to see how much Overall % allocation in Largecap,Midcap,Smallcap Mutual Fund is holding...",2026-05-22
1,(No title),bahut bura aap hai bahut hi Jada bahut hi broken charge leta hai bahut hi Bura hai paise ki Yojana Karen barbad mein denge,2026-05-22
5,(No title),👍,2026-05-22
1,(No title),"Apna pesa bache rakho ,ye grebo ko amer banne k liye nhi h balki or greeb bnanae k liye. bne h ,aap SEBI ki report dekh lena",2026-05-22
4,(No title),payment return policy is slow,2026-05-22
5,(No title),Groww terminal is very easy to use trading opportunities nevar miss,2026-05-22
5,(No title),"“Using Groww has been a smooth and beginner-friendly experience. The app interface is simple, easy to understand, and makes investing in stocks and mutual funds very convenient. The account opening was quick, and transactions were fast and secure. Overall, Groww is a great platform for new as well as experienced investors.” But one more Suggestion about the Desktop Qr login option Provide in Our App & Sector wise Watchlist inbuilt",2026-05-22
1,(No title),"I repaid my dues on time, but despite three redemption requests my mutual fund is still blocked and I haven't received my money. I had taken a loan against my mutual fund through Grow and fully repaid it, yet customer support has given no satisfactory resolution. This caused serious financial hardship. I would not recommend using Grow for loans against mutual funds — please verify fund-release procedures and read reviews carefully before investing. verry verry 👎 experience with u",2026-05-22
4,(No title),best,2026-05-22
4,(No title),nice 🙂,2026-05-22
5,(No title),wow,2026-05-22
5,(No title),good,2026-05-22
5,(No title),Good,2026-05-22
5,(No title),The groww app opens in vertical mode but does not open in horizontal mode tablet,2026-05-22
1,(No title),Chor company hai Right customer ko nahi provide karte stay away such chor company,2026-05-22
5,(No title),good traging app and enjoy,2026-05-22
5,(No title),all well,2026-05-22
5,(No title),excellent service & good apps,2026-05-22
5,(No title),good service,2026-05-22
5,(No title),nice app use full app,2026-05-22
5,(No title),excellent 👍,2026-05-22
5,(No title),excellent,2026-05-22
5,(No title),good,2026-05-22
4,(No title),good,2026-05-22
4,(No title),bahut hi acha laga mujhe or se bahut hi exilent hain,2026-05-22
5,(No title),nice fast withdrawal and easy use,2026-05-22
1,(No title),customer support is very poor,2026-05-22
5,(No title),good👍,2026-05-22
5,(No title),good 👍👍👍👍👍,2026-05-22
5,(No title),nice,2026-05-22
5,(No title),"very easy to understand the interface of this app,, 😃",2026-05-22
5,(No title),A nice stock market gives a higher amount of cashback in each deposit and is very safe and secure to use,2026-05-22
5,(No title),very nice app,2026-05-22
5,(No title),nic.... improve as previous and instant withdrawal is also available.....,2026-05-22
1,(No title),grow scalper is not correct. when grow show marke downward the market goes upward...,2026-05-22
1,(No title),payment done dikha diya paise Bank me nhi aya .20 din baad aya bohot complaint krne ke baad . customer support bohot bekar he sari ladkiya he or sari bekar he kisi ko kuchh samajh hi nhi aata he baar baar chat close Krna ata he koe help nhi krti only time waste,2026-05-22
5,(No title),great apps,2026-05-22
5,(No title),good application,2026-05-22
5,(No title),user friendly interface,2026-05-22
5,(No title),good,2026-05-22
5,(No title),Simple & easy to use,2026-05-22
5,(No title),good,2026-05-22
5,(No title),good 👍,2026-05-22
5,(No title),good 👍,2026-05-22
5,(No title),very Nice and easy to use and understanding application..,2026-05-22
5,(No title),it is very good,2026-05-22
5,(No title),I enjoy it,2026-05-22
5,(No title),This app is very simple and user friendly specially for beginners. Thanks to GROWW team,2026-05-22
1,(No title),exorbitantly hi brokerage charges for stock trading. they are so high that i have stopped using the app. won't recommend anyone,2026-05-22
1,(No title),scam app he auto sell ho jata he order,2026-05-22
5,(No title),good app.,2026-05-22
5,(No title),still good,2026-05-22
5,(No title),ammezing,2026-05-22
1,(No title),best,2026-05-22
5,(No title),good,2026-05-22
5,(No title),Good learning,2026-05-22
5,(No title),Very Good Experience 👍😃,2026-05-22
4,(No title),good 👍,2026-05-22
5,(No title),Super awesome app,2026-05-22
5,(No title),"Yes, it is easy and good....",2026-05-22
5,(No title),for trading app I use it since 2020,2026-05-22
5,(No title),Grow with Groww,2026-05-22
5,(No title),it's not game,2026-05-22
5,(No title),good 👍,2026-05-22
5,(No title),Easy to use,2026-05-22
5,(No title),nice,2026-05-22
5,(No title),it is wonderful broker,2026-05-22
1,(No title),# very hard to manage fno trade # scalper mode is too outdated # no entry and exit feature on chart # no split chart window features # High brokrage zero features @ this app not made for fno mobile trading you confused everytime and stuck in loop for manage trade or looking chart and this results you may book loss even if you are in profit # my advice you may look for better app for fno segment .,2026-05-22
5,(No title),nice app,2026-05-22
5,(No title),Good,2026-05-22
5,(No title),excellent interface....suggestions notification also too good on time to time change in market,2026-05-22
5,(No title),👍👍good,2026-05-22
5,(No title),best for young boys and girls,2026-05-21
4,(No title),very nice to invest online,2026-05-21
5,(No title),nice trade Enjoy invest,2026-05-21
5,(No title),good,2026-05-21
1,(No title),"account close is not easy here, customer support smartly delyed, my experience is not good on this app, i deside to stop using now.",2026-05-21
5,(No title),good application,2026-05-21
2,(No title),F&O brokerage charges 50 to 70 rupees high brokerage charge this app 😔,2026-05-21
5,(No title),nice app to trade,2026-05-21
5,(No title),Nice 🙂👍🏻,2026-05-21
1,(No title),not good,2026-05-21
5,(No title),good app,2026-05-21
